playlist,videoTitle,description,duration
Control Bootcamp,Control Bootcamp:  Observability Example in Matlab,"This video explores observability in Matlab on the example system of an inverted pendulum on a cart.  Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:08:20
Control Bootcamp,Control Bootcamp:  Observability Example in Matlab (Part 2),"This video continues to explore observability in Matlab on the example system of an inverted pendulum on a cart.  We look at the observability Gramian.  Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:11:08
Control Bootcamp,Control Bootcamp:  Kalman Filter Example in Matlab,"This lecture explores the Kalman Filter in Matlab on an inverted pendulum on a cart.   Chapters available at: http://databookuw.com/databook.pdf  These lectures follow Chapter 8 from: ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098  Book Website: http://databookuw.com  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:22:12
Control Bootcamp,Control Bootcamp:  Linear Quadratic Gaussian (LQG),"This lecture combines the optimal full-state feedback (e.g., LQR) with the optimal full-state estimator (e.g., LQE or Kalman Filter) to obtain the sensor-based linear quadratic Gaussian (LQG) controller.  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:08:34
Control Bootcamp,Control Bootcamp:  LQG Example in Matlab,"This video combines the LQR and Kalman filter in Matlab on the example of an inverted pendulum on a cart.  We stabilize the full nonlinear system with a measurement of a single variable (the cart position).  This example is demonstrated in simulink.  Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:13:26
Control Bootcamp,Control Bootcamp:  Introduction to Robust Control,"This video motivates robust control with the famous 1978 paper by John Doyle, titled ""Guaranteed Margins for LQG Regulators""... Abstract:  There are none.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:08:13
Control Bootcamp,Control Bootcamp:  Three Equivalent Representations of Linear Systems,"This video explores three equivalent representations of linear systems:  State-space ODEs, Frequency domain transfer functions, and Time-domain impulse response convolution.  Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:12:16
Control Bootcamp,Control Bootcamp:  Example Frequency Response (Bode Plot) for Spring-Mass-Damper,"This video shows how to compute and interpret the Bode plot for a simple spring-mass-damper system.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:18:30
Control Bootcamp,Control Bootcamp:  Laplace Transforms and the Transfer Function,"Here we show how to compute the transfer function using the Laplace transform.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:19:15
Control Bootcamp,Control Bootcamp:  Benefits of Feedback on Cruise Control Example,"Here we investigate the benefits of feedback for systems with uncertain dynamics and disturbances, as illustrated on a cruise control example.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:14:47
Control Bootcamp,Control Bootcamp:  Benefits of Feedback on Cruise Control Example (Part 2),"Here we investigate the benefits of feedback for systems with uncertain dynamics and disturbances, as illustrated on a cruise control example.   (Part 2)  Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:11:12
Control Bootcamp,Control Bootcamp:  Cruise Control Example with Proportional-Integral (PI) control,"In this video, we show that introducing integral control reduces the steady-state tracking error to zero in the cruise control example.  We also use a more sophisticated model for the automobile.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:23:17
Control Bootcamp,Control Bootcamp:  Sensitivity and Complementary Sensitivity,"Here we explore the sensitivity and complementary sensitivity functions, which are critical in understanding robustness and performance.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:11:20
Control Bootcamp,Control Bootcamp:  Sensitivity and Complementary Sensitivity (Part 2),"Here we explore the sensitivity and complementary sensitivity functions, which are critical in understanding robustness and performance.  (Part 2)  Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:08:27
Control Bootcamp,Control Bootcamp:  Loop shaping,"This video explores shaping the loop transfer function to have desirable sensitivity and complementary sensitivity.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:07:22
Control Bootcamp,Control Bootcamp:  Loop Shaping Example for Cruise Control,"This video demonstrates loop shaping on the cruise control model.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:12:21
Control Bootcamp,Control Bootcamp:  Sensitivity and Robustness,"Here we show that peaks in the sensitivity function result in a lack of robustness.   Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:09:57
Control Bootcamp,Control Bootcamp:  Limitations on Robustness,"This video describes some of the fundamental limitations of robustness, including time delays and right-half plane zeros.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:09:02
Control Bootcamp,Control Bootcamp:  Cautionary Tale About Inverting the Plant Dynamics,"Here we show an example of why it can be a very bad idea to invert some plant dynamics, for example with unstable eigenvalues, for loop shaping.    Code available at: faculty.washington.edu/sbrunton/control_bootcamp_code.zip  These lectures follow Chapters 1 & 3 from:  Machine learning control, by Duriez, Brunton, & Noack https://www.amazon.com/Machine-Learning-Control-Turbulence-Applications-ebook/dp/B01MDUPONF/  Chapters available at: http://faculty.washington.edu/sbrunton/mlcbook/  This video was produced at the University of Washington",00:05:19
Control Bootcamp,Control systems with non-minimum phase dynamics,"This video describes control systems that have non-minimum phase dynamics, characterized by a zero of the input--output transfer function in the right-half-plane.  Physically, these systems ""go in the wrong direction"" initially when control is applied, before turning around and going in the right direction.  This video was produced at the University of Washington",00:08:33
Control Bootcamp,Model Predictive Control,"This lecture provides an overview of model predictive control (MPC), which is one of the most powerful and general control frameworks.  MPC is used extensively in industrial control settings, and can be used with nonlinear systems and systems with constraints on the state or actuation input.   Sparse identification of nonlinear dynamics for model predictive control in the low-data limit E. Kaiser, J. N. Kutz, and S. L. Brunton, arxiv 2017.  https://arxiv.org/abs/1711.05501  Code: https://github.com/eurika-kaiser/SINDY-MPC https://www.eigensteve.com/  This video was produced at the University of Washington",00:12:13
Data Science for Biologists,Data Science for Biologists: Overview,Data Science for Biologists Introductory Overview  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:02:23
Data Science for Biologists,"Numerical Calculus: Differential Equations, Part 3",Data Science for Biologists Numerical Calculus: Differential Equations Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:19:34
Data Science for Biologists,"Numerical Calculus: Differential Equations, Part 2",Data Science for Biologists Numerical Calculus: Differential Equations Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:10:43
Data Science for Biologists,"Numerical Calculus: Differential Equations, Part 1",Data Science for Biologists Numerical Calculus: Differential Equations Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:08:44
Data Science for Biologists,"The Basics: Introduction to Matlab, Part 1",Data Science for Biologists The Basics: Introduction to Matlab Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:08:40
Data Science for Biologists,"The Basics: Introduction to Matlab, Part 3",Data Science for Biologists The Basics: Introduction to Matlab Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:13:26
Data Science for Biologists,"The Basics: Introduction to Matlab, Part 2",Data Science for Biologists The Basics: Introduction to Matlab Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:10:17
Data Science for Biologists,"The Basics: Introduction to Matlab, Part 4",Data Science for Biologists The Basics: Introduction to Matlab Part 4  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:10:05
Data Science for Biologists,"Data Fitting: Matlab Implementation, Part 2",Data Science for Biologists Data Fitting: Matlab Implementation Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:07:43
Data Science for Biologists,"Data Fitting: Basic Curve Fitting, Part 3",Data Science for Biologists Data Fitting: Matlab Implementation Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:11:47
Data Science for Biologists,"Dimensionality Reduction: Principal Components Analysis, Part 3",Data Science for Biologists Dimensionality Reduction: Principal Components Analysis Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:17:54
Data Science for Biologists,"Regression: Linear Regression, Part 1",Data Science for Biologists Regression: Linear Regression Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:05:38
Data Science for Biologists,"Plotting and Visualizing Data: Plotting, Part 1",Data Science for Biologists Plotting and Visualizing Data: Plotting Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:08:24
Data Science for Biologists,"Plotting and Visualizing Data: Data Visualization, Part 1",Data Science for Biologists Plotting and Visualizing Data: Data Visualization Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:20:19
Data Science for Biologists,"Clustering and Classification: Introduction, Part 2",Data Science for Biologists Clustering and Classification: Introduction Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:18:50
Data Science for Biologists,"The Basics: Loops and Logic, Part 4",Data Science for Biologists The Basics: Loops and Logic Part 4  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:08:31
Data Science for Biologists,"The Basics: Loops and Logic, Part 2",Data Science for Biologists The Basics: Loops and Logic Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:09:08
Data Science for Biologists,"The Basics: Loops and Logic, Part 3",Data Science for Biologists The Basics: Loops and Logic Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:08:00
Data Science for Biologists,"The Basics: Loops and Logic, Part 1",Data Science for Biologists The Basics: Loops and Logic Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:15:16
Data Science for Biologists,"Plotting and Visualizing Data: Data Visualization, Part 2",Data Science for Biologists Plotting and Visualizing Data: Data Visualization Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:17:41
Data Science for Biologists,"Dimensionality Reduction: Eigenpets, Part 1",Data Science for Biologists Dimensionality Reduction: Eigenpets Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:13:08
Data Science for Biologists,"Numerical Calculus: Differentiation, Part 2",Data Science for Biologists Numerical Calculus: Differentiation Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:17:55
Data Science for Biologists,"Dimensionality Reduction: Eigenpets, Part 2",Data Science for Biologists Dimensionality Reduction: Eigenpets Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:22:42
Data Science for Biologists,"Regression: Linear Regression, Part 3",Data Science for Biologists Regression: Linear Regression Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:08:07
Data Science for Biologists,"Numerical Calculus: Integration, Part 2",Data Science for Biologists Numerical Calculus: Integration Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:07:59
Data Science for Biologists,"Regression: Linear Regression, Part 2",Data Science for Biologists Regression: Linear Regression Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:06:37
Data Science for Biologists,"Numerical Calculus: Differentiation, Part 1",Data Science for Biologists Numerical Calculus: Differentiation Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:15:25
Data Science for Biologists,"Numerical Calculus: Integration, Part 1",Data Science for Biologists Numerical Calculus: Integration Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:17:56
Data Science for Biologists,"Regression: Linear Regression, Part 4",Data Science for Biologists Regression: Linear Regression Part 4  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:13:10
Data Science for Biologists,"Numerical Calculus: Differentiation, Part 3",Data Science for Biologists Numerical Calculus: Differentiation Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:09:03
Data Science for Biologists,"Clustering and Classification: Introduction, Part 1",Data Science for Biologists Clustering and Classification: Introduction Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:27:08
Data Science for Biologists,"Regression: Beyond Linear Regression, Part 3",Data Science for Biologists Regression: Beyond Linear Regression Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:07:23
Data Science for Biologists,"Fourier Transforms: Image Compression, Part 2",Data Science for Biologists Fourier Transforms: Image Compression Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:18:18
Data Science for Biologists,"Fourier Transforms: Image Compression, Part 3",Data Science for Biologists Fourier Transforms: Image Compression Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:10:30
Data Science for Biologists,"Regression: Beyond Linear Regression, Part 2",Data Science for Biologists Regression: Beyond Linear Regression Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:17:03
Data Science for Biologists,"Clustering and Classification: Introduction, Part 3",Data Science for Biologists Clustering and Classification: Introduction Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:19:21
Data Science for Biologists,"Data Fitting: Matlab Implementation, Part 1",Data Science for Biologists Data Fitting: Matlab Implementation Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:12:27
Data Science for Biologists,"Regression: Beyond Linear Regression, Part 1",Data Science for Biologists Regression: Beyond Linear Regression Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:09:44
Data Science for Biologists,"Fourier Transforms: Image Compression, Part 1",Data Science for Biologists Fourier Transforms: Image Compression Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:12:10
Data Science for Biologists,"Clustering and Classification: Advanced Methods, Part 4",Data Science for Biologists Clustering and Classification: Advanced Methods Part 4  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:08:38
Data Science for Biologists,"Dimensionality Reduction: Principal Components Analysis, Part 2",Data Science for Biologists Dimensionality Reduction: Principal Components Analysis Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:16:19
Data Science for Biologists,"Dimensionality Reduction: Principal Components Analysis, Part 1",Data Science for Biologists Dimensionality Reduction: Principal Components Analysis Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:13:56
Data Science for Biologists,"Regression: Model Selection and Validation, Part 2",Data Science for Biologists Regression: Linear Regression and Validation Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:09:35
Data Science for Biologists,"Data Fitting: Basic Curve Fitting, Part 1",Data Science for Biologists Data Fitting: Basic Curve Fitting Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:12:06
Data Science for Biologists,"Data Fitting: Basic Curve Fitting, Part 2",Data Science for Biologists Data Fitting: Basic Curve Fitting Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:11:14
Data Science for Biologists,"Fourier Transforms: Discrete Fourier Transform, Part 1",Data Science for Biologists Fourier Transforms: Discrete Fourier Transform Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:10:10
Data Science for Biologists,"Clustering and Classification: Advanced Methods, Part 1",Data Science for Biologists Clustering and Classification: Advanced Methods Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:27:01
Data Science for Biologists,"Fourier Transforms: Fast Fourier Transform, Part 1",Data Science for Biologists Fourier Transforms: Fast Fourier Transform Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:11:59
Data Science for Biologists,"Regression: Model Selection and Validation, Part 3",Data Science for Biologists Regression: Model Selection and Validation Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:12:37
Data Science for Biologists,"Data Fitting: Basic Curve Fitting, Part 3",Data Science for Biologists Data Fitting: Basic Curve Fitting Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:09:17
Data Science for Biologists,"Plotting and Visualizing Data: Plotting, Part 2",Data Science for Biologists Plotting and Visualizing Data: Plotting Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:08:24
Data Science for Biologists,"Fourier Transforms: Fast Fourier Transform, Part 2",Data Science for Biologists Fourier Transforms: Fast Fourier Transform Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:10:20
Data Science for Biologists,"Fourier Transforms: Discrete Fourier Transform, Part 3",Data Science for Biologists Fourier Transforms: Discrete Fourier Transform Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:18:19
Data Science for Biologists,"Data Fitting: Basic Curve Fitting, Part 4",Data Science for Biologists Data Fitting: Basic Curve Fitting Part 4  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:04:15
Data Science for Biologists,"Plotting and Visualizing Data: Plotting, Part 3",Data Science for Biologists Plotting and Visualizing Data: Plotting Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:16:50
Data Science for Biologists,"Regression: Model Selection and Validation, Part 1",Data Science for Biologists Regression: Model Selection and Validation Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:11:12
Data Science for Biologists,"Clustering and Classification: Advanced Methods, Part 2",Data Science for Biologists Clustering and Classification: Advanced Methods Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:16:41
